#{"t_start": 1781067216.554743, "env_id": "None"}
r,l,t
-0.72078514,124,1243.278343
0.4098399,214,1243.397724
-0.8682777,64,1243.467209
0.9802742,11,1243.529375
-0.85695684,69,1271.180271
0.7234898,123,1271.813882
0.0,256,1271.897217
0.0,256,1272.023358
0.903552,48,1272.117712
-0.8682777,64,1272.117782
0.0,256,1272.223551
-0.95197165,25,1272.248331
0.98623335,8,1272.296034
-0.97427857,14,1272.376363
-0.88609046,56,1272.430323
0.95197165,25,1272.579175
0.0,256,1279.668074
0.38017267,220,1279.710146
0.4881406,196,1279.721924
0.9822646,10,1279.778574
-2.91643,42,1279.947971
0.89921844,50,1279.961739
0.0,256,1280.22799
-0.96824586,17,1280.314199
0.61237246,161,1280.786704
0.0,256,1281.13742
-0.9822646,10,1281.210368
0.98425096,9,1281.27716
0.0,256,1281.366212
0.6434769,151,1281.67906
0.0,256,1281.754777
-0.9291293,36,1281.886692
0.7905694,97,1281.916219
-0.61237246,161,1282.214464
-0.60596,163,1282.679436
-0.9478594,27,1282.830447
0.0,256,1283.315307
0.0,256,1283.344077
-0.7905694,97,1283.386291
0.0,256,1283.731936
0.8882919,55,1283.763001
-0.73420876,119,1284.103698
0.551985,179,1284.490231
0.85467464,70,1284.50954
-0.9822646,10,1284.553167
0.65251917,148,1284.617481
0.99412334,4,1284.644407
-0.9581069,22,1284.689998
-0.9601432,21,1284.812414
0.2576941,240,1285.112892
-0.64043444,152,1285.463702
-0.646505,150,1285.625879
-0.9270248,37,1285.691712
0.0,256,1285.929069
0.60917467,162,1285.998752
-0.9013878,49,1286.188007
0.70710677,129,1286.339349
-1.9291292,36,1286.411657
-2.4506938,205,1286.829493
0.8267973,82,1286.871277
-0.88609046,56,1287.215729
-0.596212,166,1287.305606
-0.045978904,24,1287.354905
0.0,256,1287.479986
0.74477345,115,1287.520433
-0.8882919,55,1287.670041
0.79549515,95,1288.023224
-0.96824586,17,1288.127419
-0.8052562,91,1288.210535
0.7234898,123,1288.245156
0.0,256,1288.791498
0.6027282,164,1289.102719
0.7473913,114,1289.386618
0.0,256,1289.527962
-2.0,256,1289.615636
-0.631219,155,1289.954025
-0.8149003,87,1290.020505
0.73420876,119,1290.052334
0.75259966,112,1290.256531
-0.8904879,54,1290.322237
0.96824586,17,1290.412482
-0.69877124,132,1290.702498
0.9416574,30,1297.002043
-0.649519,149,1297.267875
-0.9013878,49,1297.316213
0.6218671,158,1297.460004
0.0,256,1297.609949
0.833854,79,1297.657068
0.69877124,132,1297.92683
0.74477345,115,1298.172898
-0.8267973,82,1298.309155
0.0,256,1298.732416
0.0,256,1298.908233
0.96824586,17,1299.00624
-0.6343057,154,1299.042677
-0.91429615,43,1299.272815
-0.8052562,91,1299.804014
0.0,256,1299.818605
0.99215674,5,1299.853307
0.9722718,15,1299.939486
-0.95197165,25,1299.966947
-0.13975425,252,1300.199079
0.0,256,1300.531279
-0.9013878,49,1300.827266
0.49212548,195,1301.295715
0.0,256,1301.38097
0.0,256,1301.420245
0.9164299,42,1301.615578
-0.7043392,130,1302.022987
-0.9662266,18,1302.115243
0.0,256,1302.218103
-1.0,256,1302.779907
0.71260965,127,1302.801234
0.0,256,1303.001669
-0.60596,163,1303.114859
0.84779125,73,1303.213255
0.91855866,41,1303.438378
0.71260965,127,1303.509711
-0.6027282,164,1304.022428
-0.73420876,119,1304.108653
-0.20728905,246,1304.387302
-0.95197165,25,1304.526349
0.0,256,1304.932258
-0.8682777,64,1305.309795
-0.13975425,252,1305.462382
0.0,256,1305.56557
0.0,256,1305.988687
0.0,256,1306.737896
-0.37813285,158,1306.847347
0.0,256,1306.886776
-1.0,256,1306.981974
0.9822646,10,1307.057773
-0.9762812,13,1307.138892
-0.559017,177,1307.858245
-0.44194174,207,1307.917061
-0.5340002,184,1307.946278
-0.80282706,92,1314.635181
0.0,256,1314.755682
-0.69877124,132,1314.79027
-0.9375,32,1314.9273
0.98425096,9,1314.980016
-0.9540211,24,1315.10686
0.7930361,96,1315.178538
0.7781187,102,1315.379101
-0.35903516,224,1315.379154
0.875,61,1315.479361
-0.9416574,30,1315.555122
0.91001374,45,1315.771256
0.8772293,60,1316.08057
-0.7756046,103,1316.140686
-0.3952847,217,1316.445595
-0.9270248,37,1316.653498
0.0,256,1316.854292
0.5,193,1317.177622
0.72078514,124,1317.326733
0.87945294,59,1317.477259
-0.69877124,132,1317.553303
0.0,256,1317.570107
-0.97827977,12,1317.64028
-0.6614378,145,1318.128469
-0.72618437,122,1318.232608
-0.5115845,190,1318.677494
0.0,256,1318.893871
-0.45500687,204,1319.21921
-0.6817945,138,1319.398997
-0.96217525,20,1319.506979
0.0,256,1319.596343
-0.9164299,42,1319.815006
0.4375,208,1319.99764
-0.29973948,234,1320.451457
0.0,256,1320.873192
-0.95197165,25,1321.018355
0.45500687,204,1321.103955
0.98623335,8,1321.148659
0.0,256,1321.223286
0.96824586,17,1321.246168
-0.8408515,76,1321.620303
0.16535945,250,1321.823252
-1.0,256,1322.423349
0.0,256,1322.629216
0.0,256,1323.02298
0.0,256,1323.226319
-0.375,221,1323.583234
-0.872765,62,1323.895445
0.0,256,1323.959016
0.0,256,1324.353454
-0.369755,222,1324.385395
-1.7856128,99,1324.446458
-0.91001374,45,1324.637891
0.7153452,126,1324.670626
0.9702609,16,1324.769253
0.9478594,27,1324.804917
0.70710677,129,1325.169764
0.92491555,38,1325.369716
-0.649519,149,1325.595826
0.0,256,1331.912117
-0.4506939,205,1332.01268
-0.6434769,151,1332.538932
-0.7473913,114,1332.610703
0.0,256,1332.901516
-0.5038911,192,1332.952913
-0.89267856,53,1333.201421
0.89921844,50,1333.239869
0.8882919,55,1333.540045
-0.8637672,66,1333.569766
0.0,256,1333.937927
0.0,256,1334.008471
-0.7831228,100,1334.088424
0.6155536,160,1334.855539
0.0,256,1334.885796
0.9013878,49,1335.154701
-0.26516503,239,1335.248828
-0.31868872,231,1335.364092
-0.67023784,142,1336.019032
0.4375,208,1336.278537
0.0,256,1336.303703
0.85467464,70,1336.646598
0.0,256,1336.721833
0.8267973,82,1337.199343
0.2795085,237,1337.331974
0.63737744,153,1337.523832
0.0,256,1337.731672
0.41926274,212,1338.502593
0.0,256,1338.607566
-0.875,61,1338.838277
0.0,256,1338.931706
0.2338536,243,1339.056915
0.9375,32,1339.113919
0.788095,98,1339.164167
-0.8772293,60,1339.464882
-0.7781187,102,1339.646228
-0.8315084,80,1339.907964
0.0,256,1340.281972
0.0,256,1340.574759
0.69877124,132,1340.625174
0.3247595,230,1340.899966
-0.69597054,133,1341.371098
0.0,179,1341.599652
-0.9078649,46,1341.658812
0.0,256,1341.732428
-0.6731456,141,1341.744677
0.9762812,13,1341.819575
-0.9375,32,1341.930651
-0.8882919,55,1342.285174
-0.52663434,186,1342.77962
0.60917467,162,1342.790164
0.9802742,11,1342.856994
0.0,256,1343.128475
-0.6584784,146,1349.788489
0.0,256,1349.911025
0.73420876,119,1349.985021
0.3365728,228,1350.26461
-0.8315084,80,1350.370635
-0.8385255,77,1350.779182
-0.6614378,145,1351.03822
0.0,256,1351.156681
0.0,256,1351.294117
-0.85238636,71,1351.555661
0.72618437,122,1351.731061
0.8772293,60,1351.87866
0.7315437,120,1351.946369
0.9078649,46,1352.163972
0.0,256,1352.252178
0.5762215,172,1352.707757
0.0,256,1353.386013
-1.0,256,1353.56959
-0.15309311,251,1353.623949
-0.7577722,110,1353.984487
0.0,256,1354.100274
0.7043392,130,1354.304385
-0.903552,48,1354.405585
0.088388346,255,1355.055849
0.6614378,145,1355.11884
0.0,256,1355.414717
-0.7979466,94,1355.563733
0.85923296,68,1355.787993
0.0,256,1355.802344
-0.631219,155,1355.960735
-0.9354144,33,1356.137449
0.72886896,121,1356.227582
0.9206825,40,1356.462435
0.6027282,164,1356.744393
0.77055174,105,1356.762928
0.8904879,54,1357.052087
0.0,256,1357.245417
-0.9901862,6,1357.289139
0.9822646,10,1357.344324
0.9601432,21,1357.466038
-0.8291562,81,1384.552859
0.0,256,1384.564151
-0.97827977,12,1384.626215
0.551985,179,1384.714247
0.0,256,1384.82205
-0.85695684,69,1385.015126
0.9270248,37,1385.194317
0.60917467,162,1385.535924
0.29973948,234,1385.800086
0.0,256,1386.172533
0.586302,169,1386.496632
0.0,256,1386.594644
0.807678,90,1387.085161
-0.75259966,112,1387.127135
-0.5659616,175,1387.182848
0.0,256,1387.254724
0.8660254,65,1393.894442
0.7629097,108,1394.090376
-1.6404344,152,1394.318535
-0.6817945,138,1394.682258
0.3423266,227,1394.911575
0.625,157,1395.227577
0.42847842,210,1395.313181
0.903552,48,1395.511782
0.8637672,66,1395.683826
-0.6673174,143,1395.725445
0.0,256,1396.165827
0.8315084,80,1396.186589
-0.94991773,26,1396.332953
0.75,113,1396.333009
-0.94991773,26,1396.473143
0.872765,62,1396.674829
0.0,256,1396.96319
-0.8052562,91,1397.014246
-0.586302,169,1397.150802
0.9457966,28,1397.188896
0.0,256,1398.14607
0.0,256,1398.40894
0.369755,222,1398.421772
0.0,256,1398.580462
-0.92491555,38,1398.79014
-0.8267973,82,1398.878119
0.9375,32,1398.983451
0.875,61,1399.341134
0.0,256,1399.596176
0.0,256,1399.940908
-0.4635124,202,1400.113794
-0.7153452,126,1400.817061
0.0,256,1400.855583
0.0,256,1401.11701
0.85467464,70,1401.28238
0.0,256,1401.42393
-0.9078649,46,1401.67486
-0.72886896,121,1401.826843
-0.85238636,71,1402.072525
0.0,256,1402.26484
0.0,256,1402.686153
-0.2795085,237,1403.152618
-0.5762215,172,1403.257114
-0.93958104,31,1403.343314
-0.73686415,118,1403.412447
0.25,241,1403.475329
-0.9762812,13,1403.502766
-0.8454843,74,1403.738418
0.7979466,94,1404.437499
0.9121575,44,1404.704532
-1.4145781,213,1404.923614
-1.0,256,1405.058861
0.98623335,8,1405.112853
0.0,256,1405.174739
0.90571105,47,1405.411632
-0.90571105,47,1405.475083
0.0,256,1412.587229
0.0,256,1412.815203
-3.0,256,1413.259897
0.0,256,1413.320648
0.38527587,219,1413.902407
0.0,256,1414.355078
0.0,256,1414.800096
0.0,256,1414.863372
0.5625,176,1415.390501
0.0,256,1415.435174
0.7473913,114,1415.486634
0.8838835,57,1415.740396
-0.2576941,240,1416.293239
0.8244316,83,1416.806635
0.3307189,229,1416.890496
0.0,256,1417.025466
-6.0,256,1417.327207
0.7730823,104,1417.463188
0.8267973,82,1417.511371
-0.6846532,137,1417.711915
0.85238636,71,1417.898028
0.70156074,131,1418.204413
-0.9206825,40,1418.451141
0.64043444,152,1418.819887
0.0,256,1418.837105
0.91001374,45,1419.104682
0.0,256,1419.252019
0.9291293,36,1419.340661
-0.89267856,53,1419.577416
-0.91855866,41,1419.588882
0.94991773,26,1419.74453
0.0,256,1420.008118
-0.7680129,106,1420.214717
0.0,256,1420.379202
-0.9291293,36,1420.609667
0.49607837,194,1420.948078
-0.649519,149,1420.974491
-0.9416574,30,1421.107588
-0.6434769,151,1421.163373
-0.9822646,10,1421.183499
0.93122905,35,1421.394954
-0.9121575,44,1421.445081
0.596212,166,1421.643675
0.85467464,70,1421.862454
0.7831228,100,1421.990012
-2.0,256,1422.489361
-0.69877124,132,1422.631754
-0.5229125,187,1423.091638
-0.125,253,1423.139428
-0.9416574,30,1423.304638
-0.5115845,190,1423.754757
-0.17677669,249,1423.956225
-0.089986265,45,1424.206759
-0.19764236,247,1431.171889
0.0,256,1431.435442
0.0,256,1431.860166
0.0,256,1432.343641
0.97427857,14,1432.425529
0.0,256,1432.692645
-0.67023784,142,1432.744607
0.0,256,1433.005759
-0.872765,62,1433.119985
0.9540211,24,1433.277724
0.84779125,73,1433.728388
0.92491555,38,1433.978465
0.10825317,254,1434.08507
-0.98623335,8,1434.142718
-0.5625,176,1434.159434
0.0,256,1434.409204
0.8125,88,1434.671948
0.85009193,72,1435.129562
-0.9702609,16,1435.228894
0.0,256,1435.57731
-2.4145782,213,1435.73978
0.0,256,1435.762192
0.6643841,144,1436.650447
0.0,256,1436.820748
0.0,256,1437.122806
0.0,256,1437.254666
0.6584784,146,1437.433866
0.45927933,203,1437.994854
-0.80039054,93,1438.035851
-0.6343057,154,1438.068958
0.9121575,44,1438.327667
-0.9478594,27,1438.493118
0.0,256,1438.837067
0.6281172,156,1438.98591
0.0,256,1439.46233
-0.35355338,225,1439.642153
0.5694021,174,1439.71178
0.8637672,66,1439.802614
0.53764534,183,1439.902975
-1.9560661,23,1439.920496
0.85009193,72,1440.019435
0.5340002,184,1440.925109
0.0,256,1441.116756
0.903552,48,1441.195224
0.29973948,234,1441.226064
-0.92491555,38,1441.414126
0.0,256,1441.43886
-0.89267856,53,1441.482604
-0.9121575,44,1441.649414
-0.7781187,102,1441.66738
-0.78062475,101,1441.939374
0.74477345,115,1442.202978
-0.98821175,7,1442.251576
0.0,256,1442.754543
0.2724312,238,1442.837018
0.5412659,182,1442.852558
0.9078649,46,1449.496126
-0.7551904,111,1449.816909
-1.0,256,1449.954788
0.9540211,24,1450.079342
-0.76546556,107,1450.359047
0.0,256,1450.470386
0.8149003,87,1450.529414
0.8838835,57,1450.76128
0.0,256,1450.804215
-0.903552,48,1451.06611
0.69033504,135,1451.508292
-0.40019527,216,1451.631929
0.0,256,1451.6864
-0.72886896,121,1452.26278
0.0,256,1452.295717
0.625,157,1452.400154
0.0,256,1452.737836
0.95606613,23,1452.858347
-0.45500687,204,1453.315647
0.4635124,202,1453.339394
0.99412334,4,1453.350274
-0.5153882,189,1453.405775
0.0,256,1454.234043
0.293151,235,1454.542379
0.29973948,234,1454.542449
0.0,256,1454.682473
0.8125,88,1454.955559
-0.6218671,158,1454.994411
0.559017,177,1455.417329
0.646505,150,1455.43825
0.8172935,86,1455.452462
0.86150306,67,1455.764484
0.97427857,14,1455.835506
-0.93122905,35,1456.012139
0.0,256,1456.24638
0.57960117,171,1456.284668
0.92491555,38,1456.442183
0.0,256,1456.686844
0.6218671,158,1457.05245
-0.21650635,245,1457.235745
-0.79549515,95,1457.587273
0.3423266,227,1457.622405
0.9206825,40,1457.829467
0.0,256,1458.05077
-0.53033006,185,1458.246918
-0.89267856,53,1458.329081
0.6673174,143,1458.561241
0.8385255,77,1458.624795
0.80282706,92,1458.775893
-0.89704376,51,1458.825562
0.0,256,1458.908363
0.86150306,67,1458.964452
-0.89267856,53,1459.084119
-0.99412334,4,1459.111608
-0.86150306,67,1459.12814
-0.13849695,67,1459.262441
-0.07931751,40,1459.331558
0.8385255,77,1459.504502
-0.89486384,52,1459.579138
0.61237246,161,1466.754486
0.369755,222,1466.785299
0.7180703,125,1466.894881
0.0,256,1467.430303
0.53033006,185,1467.611485
-0.60917467,162,1467.644323
0.80282706,92,1467.876936
0.2338536,243,1467.93731
0.0,256,1468.885512
0.0,256,1468.919513
0.0,256,1469.180038
-0.89704376,51,1469.209952
0.0,256,1469.258737
0.97827977,12,1469.276554
0.9478594,27,1469.396408
-0.92491555,38,1469.625038
-0.8315084,80,1469.742024
0.45927933,203,1470.078352
-0.7629097,108,1470.210617
0.9375,32,1470.243455
-1.879453,59,1470.528893
0.0,256,1470.687317
-0.89486384,52,1470.951
0.286411,236,1470.992427
-0.9416574,30,1471.152183
0.0,256,1471.542192
-0.5493061,205,1471.608383
-0.53764534,183,1471.888002
-0.625,157,1471.944169
0.9013878,49,1472.192427
0.65251917,148,1472.29518
0.9901862,6,1472.331295
-0.73686415,118,1472.509432
